year,id,shp,contab,department,municipality,population,group,value
2014,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,117671.51946115494
2015,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,119153.6907787323
2016,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,120645.38081073761
2017,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,137258.9391639512
2018,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,146363.97177886963
2019,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,6387323.818012238
2020,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,135887.26072604954
2021,1104,11,8111,Ahuachapán,Tacuba,29858.0,INGPRP,51039.44009208679
2010,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,129485.30215454102
2011,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,140428.20147155225
2012,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,88406.75027537346
2013,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,96715.97959297895
2014,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,104313.41117811203
2015,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,157501.86666962504
2016,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,118345.69116401672
2017,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,168186.29063034058
2018,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,186098.460521698
2019,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,1693846.476981163
2020,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,238060.96115493774
2021,1111,12,8112,Ahuachapán,Turín,8997.0,INGPRP,89054.80825805664
2010,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,557744.4572677612
2011,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,558130.0537670925
2012,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,300148.8835532665
2013,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,281303.90167045593
2014,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,311548.98065829277
2015,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,352131.0908408165
2016,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,299537.5887069702
2017,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,322800.87117767334
2018,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,461460.8468551636
2019,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,3966014.70139122
2020,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,INGPRP,133028.1196064949
2010,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,585568.6743164062
2011,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,376602.1322669983
2012,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,394434.611328125
2013,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,354541.9037628174
2014,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,299275.1382522583
2015,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,276956.941516418
2016,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,319194.1510887146
2017,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,381167.5416240692
2018,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,281970.5118713379
2019,0204,214,8202,Santa Ana,Coatepeque,36768.0,INGPRP,4383804.631225586
2010,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1411567.1632080078
2011,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1711306.3930664062
2012,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1635104.369140625
2013,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1616535.9895019531
2014,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1675282.7657032013
2015,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1679859.172241211
2016,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1810693.2507324219
2017,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,1778898.328338623
2019,0202,213,8203,Santa Ana,Chalchuapa,74038.0,INGPRP,6589037.553424835
2010,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,433354.43079042435
2011,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,495636.8784790039
2012,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,575302.5920715332
2013,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,514493.4382019043
2014,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,514191.0376281738
2015,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,540200.6853942871
2016,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,560652.7657103539
2017,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,551771.0719909668
2018,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,652042.6861419678
2019,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,8082498.1298828125
2020,0205,215,8204,Santa Ana,El Congo,24219.0,INGPRP,208314.59765625
2010,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,153278.74015808105
2011,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,157503.84051513672
2012,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,162750.1598815918
2013,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,185617.84010436013
2014,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,185319.46063613892
2015,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,172927.80052947998
2016,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,193924.7878473699
2017,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,264144.232483685
2018,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,260910.53063964844
2019,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,2147272.0834861994
2020,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,259428.0511670392
2021,0211,216,8205,Santa Ana,El Porvenir,8232.0,INGPRP,177240.89994812012
2010,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,47298.49016189575
2011,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,44872.910064697266
2012,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,59233.349685668945
2013,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,58429.36016845703
2014,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,66869.50030517578
2015,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,69127.22018814087
2016,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,67322.41989421844
2017,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,67770.16028413177
2018,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,63054.05051422119
2019,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,1272396.818843305
2020,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,85350.14013624191
2021,0212,219,8206,Santa Ana,Masahuat,3393.0,INGPRP,44104.31071662903
2010,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,3553988.444052696
2011,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,5706844.099756241
2012,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,7389939.712195742
2013,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,10806374.729847908
2014,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,18089609.492218018
2015,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,13889417.546215832
2016,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,9712304.649394989
2017,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,9773902.180275917
2018,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,9980622.547851562
2019,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,25837336.945620783
2020,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,10103629.957315445
2021,0203,220,8207,Santa Ana,Metapán,59004.0,INGPRP,6300522.973968506
2010,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,48476.05951690674
2011,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,71202.22980499268
2012,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,113404.1911482811
2013,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,89090.25047302246
2014,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,77426.93931102753
2015,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,91743.50051927567
2016,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,111900.95091247559
2017,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,114331.8401184082
2018,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,138892.78005218506
2019,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,1433685.6433105469
2020,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,INGPRP,64192.2587890625
2010,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,660710.0338211507
2011,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,1381182.1859550476
2012,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,783485.8806152344
2013,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,748640.999443531
2014,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,1221480.256122589
2015,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,855339.6052703857
2016,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,813512.8155517578
2017,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,1178175.365234375
2018,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,1668457.4792175293
2019,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,5916422.9548950195
2020,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,INGPRP,687813.609588623
2010,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,11577201.429199219
2011,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,12820040.809082031
2012,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,12656747.669189453
2013,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,14857905.595458984
2014,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,13169197.502685547
2015,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,12248614.586650372
2016,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,13456095.953109741
2017,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,13521684.568786621
2018,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,10765932.060072688
2019,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,33126041.546466112
2020,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,16587518.762727674
2021,0201,223,8210,Santa Ana,Santa Ana,245421.0,INGPRP,8349882.085047511
2010,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,48380.960010528564
2011,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,77643.83955192566
2012,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,67567.5806427002
2013,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,64739.98084449768
2014,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,63370.60068833828
2015,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,79853.58899307251
2016,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,72527.24111938477
2017,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,70563.64972305298
2018,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,69170.38972091675
2019,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,1353954.5034179688
2020,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,85154.02005457878
2021,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,INGPRP,37323.56980895996
2010,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,71973.33060693741
2011,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,58027.800099372864
2012,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,54486.01046293974
2013,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,62582.05052947999
2014,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,58000.96063089371
2015,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,61224.2102060318
2016,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,58121.099616765976
2017,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,74182.16997909546
2018,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,66855.96926879883
2019,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,1358517.8193855286
2020,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,INGPRP,39204.73022389412
2010,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,351073.0924873352
2011,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,389718.9670600891
2012,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,389498.7596359253
2013,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,454875.8064136505
2014,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,372252.75733947754
2015,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,367563.53018951416
2016,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,411870.99964141846
2017,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,403601.1502456665
2018,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,474967.53404441476
2019,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,3924244.976260066
2020,0206,226,8213,Santa Ana,Texistepeque,17923.0,INGPRP,342470.92948489636
2010,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2029669.0225849152
2011,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2039733.5131378174
2012,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2404098.982521057
2013,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2478041.8533935547
2014,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2550978.403678179
2015,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2396930.7970199585
2016,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2470177.797785759
2017,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2340312.577430725
2018,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,2428767.666421175
2019,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,10171120.563144684
2020,0603,227,8301,Sonsonate,Acajutla,52359.0,INGPRP,442205.31867980957
2010,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,909557.7733056545
2011,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,550566.9069061279
2012,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,701258.7374463081
2013,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,704675.2303466797
2014,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,594001.1156463623
2015,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,648744.1701965332
2016,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,666535.0902748108
2017,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,940681.0782397464
2018,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,823328.0526733398
2019,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,8982964.764873028
2020,0604,228,8302,Sonsonate,Armenia,34912.0,INGPRP,871320.4985204935
2010,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,198623.6882019043
2011,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,269861.5816363096
2012,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,323788.74855041504
2013,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,382624.1245765686
2014,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,398870.62999916077
2015,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,413575.9520049095
2016,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,363373.5088325441
2017,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,328222.83101560175
2018,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,329945.4501000736
2019,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,2429660.6459365785
2020,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,260945.98863387108
2021,0613,229,8303,Sonsonate,Caluco,9139.0,INGPRP,208556.47211395018
2010,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,67085.06993103027
2011,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,80163.16993331909
2012,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,90210.01945495605
2013,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,81332.42904186249
2014,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,90363.69038200378
2015,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,149038.57913017273
2016,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,126969.1408367157
2017,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,179737.44859695435
2018,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,193198.80080413818
2019,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,2379878.0131835938
2020,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,INGPRP,169324.28966522217
2010,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,100795.60001945496
2011,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,106225.39960098267
2012,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,137821.4192352295
2013,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,170736.29080200195
2014,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,169825.75923156738
2015,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,185484.3503265381
2016,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,320224.07806396484
2017,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,323221.33970332146
2018,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,523278.13723158836
2019,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,7769554.601020992
2020,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,224148.63975703716
2021,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,INGPRP,138735.54073892534
2010,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1052634.094247818
2011,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1130215.091835022
2012,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1048432.43359375
2013,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,899311.3858601451
2014,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1026518.6827642769
2015,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1067432.0747890472
2016,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1397928.7405481339
2017,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1354538.3579711914
2018,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1380380.498807378
2019,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,7055036.574173581
2020,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1464331.8570600674
2021,0602,231,8306,Sonsonate,Izalco,70959.0,INGPRP,1148216.3743263986
2010,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,527930.4394632578
2011,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,581684.528504638
2012,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,691312.4828762785
2013,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,657003.659942627
2014,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,696273.09406358
2015,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,633263.9034936521
2016,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,647778.2397357151
2017,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,614871.2310714722
2018,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,505473.41649133526
2019,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,7455194.021794319
2020,0606,232,8307,Sonsonate,Juayúa,24465.0,INGPRP,393368.32430582866
2010,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,251222.6202776432
2011,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,261133.3512020111
2012,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,262562.7301976681
2013,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,282262.4465017319
2014,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,522007.3697889447
2015,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,459258.9504107833
2016,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,616989.3034013286
2017,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,680843.1745532602
2018,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,728525.7325525507
2019,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,5942800.96470158
2020,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,651083.6358314306
2021,0610,233,8308,Sonsonate,Nahuizalco,10417.0,INGPRP,337240.416835621
2010,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,125283.63092041016
2011,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,125813.26919555664
2012,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,137077.349609375
2013,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,378811.1997680664
2014,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,160075.81060791016
2015,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,140191.59924316406
2016,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,146983.5906829834
2017,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,177744.91882324222
2018,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,309958.2395744324
2019,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,1937693.1513671875
2020,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,136101.0203281045
2021,0605,234,8309,Sonsonate,Nahulingo,49081.0,INGPRP,117500.81873321533
2010,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,103177.17035198212
2011,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,96446.30992889404
2012,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,136519.67093276978
2013,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,119647.3203959465
2014,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,146710.66971938685
2015,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,151106.48183040693
2016,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,141012.20914697647
2017,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,181263.1000995636
2018,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,186670.8313179016
2019,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,2078479.9515914917
2020,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,147244.5090303421
2021,0615,235,8310,Sonsonate,Salcoatitán,5484.0,INGPRP,52740.540317475796
2010,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,372863.3031694889
2011,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,449827.380859375
2012,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,416714.0672073364
2013,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,409637.00830078125
2014,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,402149.7489013672
2015,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,410991.067489624
2016,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,421041.63973999023
2017,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,480703.5793762207
2018,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,542380.5047128294
2019,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,9639850.841193208
2020,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,651629.1685919762
2021,0609,236,8311,Sonsonate,San Antonio del Monte,26902.0,INGPRP,233824.39202207327
2010,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,193573.39840126038
2011,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,330063.4390716553
2012,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,239155.91937101632
2013,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,250446.66023075208
2014,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,297320.4809875488
2015,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,346155.6568145752
2016,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,375967.65011938475
2017,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,367582.84988975525
2018,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,469776.824491024
2019,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,3518314.3462827206
2020,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,505429.5089613199
2021,0607,237,8312,Sonsonate,San Julián,18648.0,INGPRP,223178.56051635742
2010,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,49021.55993747711
2011,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,54451.649909973145
2012,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,78636.7902264595
2013,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,71328.09998202324
2014,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,107495.02968358994
