year,id,shp,contab,department,municipality,population,group,value
2015,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,80406.22091294266
2016,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,82892.5200881958
2017,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,66630.59011530876
2018,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,102400.02996444702
2019,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,5271399.154239178
2020,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,154906.15013183653
2021,0612,238,8313,Sonsonate,Santa Catarina Masahuat,10076.0,INGPRP,43658.029693603516
2010,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,42752.96024131775
2011,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,53740.460597515106
2012,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,52287.43960189819
2013,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,79906.17955231667
2014,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,126400.34025216103
2015,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,80707.99122142792
2016,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,72558.14006304741
2017,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,82460.6401309967
2018,0616,240,8314,Sonsonate,Santo Domingo,7055.0,INGPRP,80868.24021148682
2010,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,4590587.905449126
2011,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,4764185.269674797
2012,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,6335715.774007568
2013,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,6976215.176900208
2014,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,6884839.160442352
2015,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,5702455.819480896
2016,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,5714141.060592651
2017,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,6356021.061828613
2018,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,7394363.516235352
2019,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,22488206.91015625
2020,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,7705206.955566406
2021,0601,241,8315,Sonsonate,Sonsonate,71541.0,INGPRP,4331745.444580078
2010,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,527221.9219360352
2011,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,473269.7737669945
2012,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,478470.6866226196
2013,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,739320.4444885254
2014,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,834536.8860092163
2015,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,596604.6653823853
2016,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,663665.4334335327
2017,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,702289.7159881592
2018,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,976065.5670776367
2019,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,6154961.69086647
2020,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,1386934.7751922607
2021,0608,242,8316,Sonsonate,Sonzacate,25005.0,INGPRP,451867.57329177856
2010,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,52688.35974884033
2011,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,131936.43832946755
2012,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,143778.9795088172
2013,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,136447.01920318604
2014,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,169552.9014489744
2015,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,148547.1686511226
2016,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,203029.93925048783
2017,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,160606.7611694336
2018,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,184862.9592437744
2019,0910,22,8401,Chalatenango,Agua Caliente,8261.0,INGPRP,1105755.5378684998
2010,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,24749.50025248527
2011,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,24412.629929184914
2012,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,23829.5199637413
2013,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,23522.380055502057
2014,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,23045.88017077744
2015,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,22830.60954761505
2016,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,23477.0000988245
2017,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,24283.890018463135
2018,0906,23,8402,Chalatenango,Arcatao,2946.0,INGPRP,15808.7699508667
2010,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,48009.37018930912
2011,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,54984.55002641678
2012,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,46309.230093955994
2013,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,55616.52947711944
2014,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,53864.730758190155
2015,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,64662.459616065025
2016,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,51979.43984425068
2017,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,76075.13940900564
2018,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,61691.59040737152
2019,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,919263.0348918438
2020,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,73245.9901971817
2021,0932,24,8403,Chalatenango,Azacualpa,1136.0,INGPRP,56250.62006562948
2010,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,44182.95020508766
2011,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,41951.75981712341
2012,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,36900.71032524109
2013,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,38074.6399230957
2014,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,45507.13026237488
2015,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,260666.18002700806
2016,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,62782.88041830063
2017,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,60497.220130205154
2018,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,70020.49030303955
2019,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,1198503.6570799444
2020,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,58263.59013605118
2021,0909,26,8404,Chalatenango,Citalá,4164.0,INGPRP,23965.870132297277
2010,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,32450.579997241497
2011,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,27782.50982427597
2012,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,58481.66986167431
2013,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,27836.250197649002
2014,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,31467.759578227997
2015,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,26964.459909915924
2016,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,25447.78966808319
2017,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,33645.47011845186
2018,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,37989.379693984985
2019,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,4581975.218833923
2020,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,75995.4302277565
2021,0914,27,8405,Chalatenango,Comalapa,2996.0,INGPRP,14745.160047531128
2010,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,71623.33960533142
2011,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,61307.40093421937
2012,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,60412.23984146118
2013,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,59272.619935035706
2014,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,64638.48035860062
2015,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,114033.89776916802
2016,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,83622.81058627367
2017,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,102423.2297308445
2018,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,103149.0197505951
2019,0911,28,8406,Chalatenango,Concepción Quezaltepeque,6457.0,INGPRP,1160472.367582798
2010,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1066575.098772049
2011,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1442972.7893066406
2012,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1191076.7420409918
2013,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1205446.984199524
2014,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1761642.3214726448
2015,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,3468513.774881363
2016,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1264366.2037353516
2017,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1764653.0411148071
2018,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1560704.4599830657
2019,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,8382336.13886261
2020,0901,25,8407,Chalatenango,Chalatenango,29271.0,INGPRP,1430655.7277297974
2010,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,92243.78011608124
2011,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,98065.93026733398
2012,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,97722.84977138044
2013,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,110161.03007507324
2014,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,97915.78964019567
2015,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,94646.66862863302
2016,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,101016.12992721796
2017,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,100320.18091368675
2018,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,111833.91008663177
2019,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,1652647.3882710338
2020,0908,29,8408,Chalatenango,Dulce Nombre de María,5051.0,INGPRP,108596.0809956193
2010,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,27908.169820785526
2011,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,24461.639670133587
2012,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,25574.37023878098
2013,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,28429.39983034134
2014,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,31018.400102615356
2015,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,31902.4402794838
2016,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,56912.04887604714
2017,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,60182.96044945717
2018,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,58915.879525899894
2019,0930,30,8409,Chalatenango,El Carrizal,2464.0,INGPRP,1035301.9694764614
2010,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,279367.55985736847
2011,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,271662.2701187134
2012,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,258649.10489463806
2013,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,283687.1301574707
2014,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,289272.31129837036
2015,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,306318.1373846531
2016,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,317228.0799179077
2017,0925,31,8410,Chalatenango,El Paraíso,10483.0,INGPRP,321819.89792633057
2010,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,29125.529653787613
2011,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,26222.439696788788
2012,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,25828.02997648716
2013,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,50198.60056245327
2014,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,48507.41950249672
2015,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,51553.40977311134
2016,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,44759.20002007485
2017,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,52160.21951513364
2018,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,59481.00094580651
2019,0922,33,8411,Chalatenango,La Laguna,3923.0,INGPRP,377768.2046766281
2010,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,134963.25030708313
2011,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,163967.16101455688
2012,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,172226.4309387207
2013,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,246023.2193145752
2014,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,225563.8412475586
2015,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,227497.40949821472
2016,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,230812.90903902054
2017,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,258345.00374174115
2018,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,311981.22979545593
2019,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,2538860.223888874
2020,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,265016.44113731384
2021,0903,34,8412,Chalatenango,La Palma,12235.0,INGPRP,203915.83946228027
2010,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,122223.82020568848
2011,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,159731.66943359375
2012,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,183128.69956588745
2013,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,210404.44900512695
2014,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,174432.26981782913
2015,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,179099.0111656189
2016,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,190880.60038101673
2017,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,181077.46017456055
2018,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,243733.3584780693
2019,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,1953745.5455505252
2020,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,151333.10012151673
2021,0905,35,8413,Chalatenango,La Reina,9525.0,INGPRP,99691.97060918808
2010,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,23112.44001579285
2011,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,24689.820397138592
2012,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,37266.63943862915
2013,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,29877.329879760742
2014,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,21610.450214743614
2015,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,21659.850399494175
2016,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,18347.88998043537
2017,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,22164.700353741646
2018,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,23370.230160653595
2019,0913,36,8414,Chalatenango,Las Vueltas,940.0,INGPRP,998380.5093618631
2010,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,70366.30985060334
2011,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,116278.21189546585
2012,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,56679.069959163666
2013,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,67335.27052545547
2014,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,77560.8694164753
2015,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,95853.30015780404
2016,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,96118.75999116898
2017,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,107232.08960294725
2018,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,109673.54061126709
2019,0918,37,8415,Chalatenango,Nombre de Jesús,4484.0,INGPRP,1218400.0760097504
2010,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,564043.3000335693
2011,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,669761.4888305664
2012,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,658807.466217041
2013,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,608595.493004322
2014,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,574100.1274666786
2015,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,792674.6652216706
2016,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,674447.8361816406
2017,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,656479.2440719604
2018,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,602081.7007541656
2019,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,4718500.6477952
2020,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,647380.2226815224
2021,0902,38,8416,Chalatenango,Nueva Concepción,28625.0,INGPRP,171429.5089263916
2010,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,14735.620101690292
2011,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,10682.159929990768
2012,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,17650.71976852417
2013,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,22466.539851784706
2014,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,28401.790331602097
2015,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,19238.419963896275
2016,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,28784.989751800895
2017,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,24254.510015904907
2018,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,23386.21023482084
2019,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,749582.9432983398
2020,0912,39,8417,Chalatenango,Nueva Trinidad,1673.0,INGPRP,9440.85999572277
2010,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,39726.00037956238
2011,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,38544.280045986176
2012,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,43769.57025194168
2013,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,41890.88001012802
2014,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,49632.49531316757
2015,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,44252.72078514099
2016,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,103409.3888296485
2017,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,91349.02051234245
2018,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,71202.84042358398
2019,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,1119962.530133972
2020,0917,40,8418,Chalatenango,Ojos de Agua,3667.0,INGPRP,34417.709815740585
2010,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,54339.56992316246
2011,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,114010.64016731083
2012,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,70775.77999973297
2013,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,62388.949679374695
2014,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,64619.45961499214
2015,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,64791.46053777635
2016,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,62919.24049568176
2017,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,73401.18970489502
2018,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,77410.73997282982
2019,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,1578079.2254935503
2020,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,95552.8295433987
2021,0919,41,8419,Chalatenango,Potonico,1586.0,INGPRP,36979.34055877663
2010,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,15120.860097646715
2011,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,15970.500050544739
2012,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,36675.81041288376
2013,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,42575.83021259308
2014,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,20854.860245078802
2015,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,20313.96984243393
2016,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,24662.82986521721
2017,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,16908.590043783188
2018,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,43282.15052962303
2019,0924,42,8420,Chalatenango,San Antonio de la Cruz,1854.0,INGPRP,767042.4987182617
2010,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,33594.68002486229
2011,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,30006.749944210052
2012,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,27535.58013534546
2013,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,28968.770049043
2014,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,33309.52020949125
2015,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,25404.58000314236
2016,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,39873.29038532078
2017,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,36903.77015244961
2018,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,57429.26971101761
2019,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,796413.5931936502
2020,0929,43,8421,Chalatenango,San Antonio Los Ranchos,1619.0,INGPRP,19854.95977139473
2010,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,8702.769835218787
2011,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,8589.00998699665
2012,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,15874.18982823193
2013,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,43884.450146600604
2014,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,29137.34989452362
2015,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,33167.24976158142
2016,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,34098.73014116287
2017,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,34062.400203704834
2018,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,36168.200140714645
2019,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,1060626.8347313404
2020,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,23598.73979330063
2021,0931,44,8422,Chalatenango,San Fernando,2593.0,INGPRP,17790.789626598358
2010,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,INGPRP,47738.04948139191
2011,0933,45,8423,Chalatenango,San Francisco Lempa,862.0,INGPRP,33158.52009677887
