year,contab,class,kind,group,amount,id,shp,department,municipality,population
2015,9003,MOD,Ingresos,INGPRP,120593.54888916016,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2015,9003,MOD,Ingresos,TRFREC,779327.0107421875,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,ACR,Egresos,AMTDEU,39791.329833984375,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,ACR,Egresos,GASTOS,709184.4006202221,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,ACR,Egresos,INVERS,54314.599365234375,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,ACR,Ingresos,INGPRP,52969.609356984496,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,ACR,Ingresos,TRFREC,764583.4973021299,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,APR,Egresos,AMTDEU,38004.69140625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,APR,Egresos,GASTOS,598684.7451171875,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,APR,Egresos,INVERS,206098.9306335449,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,APR,Ingresos,INGPRP,87067.12036132812,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,APR,Ingresos,TRFREC,755721.21875,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,MOD,Egresos,AMTDEU,39801.33142089844,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,MOD,Egresos,GASTOS,772238.9646606445,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,MOD,Egresos,INVERS,63347.75045776367,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,MOD,Ingresos,INGPRP,119666.80078125,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2016,9003,MOD,Ingresos,TRFREC,755721.21875,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,ACR,Egresos,AMTDEU,90411.76977539062,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,ACR,Egresos,GASTOS,764559.8481626511,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,ACR,Egresos,INVERS,326391.5402832031,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,ACR,Ingresos,INGDEU,300000.0,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,ACR,Ingresos,INGPRP,44842.99991106987,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,ACR,Ingresos,TRFREC,752572.9320633318,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,APR,Egresos,AMTDEU,92725.140625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,APR,Egresos,GASTOS,658223.47265625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,APR,Egresos,INVERS,424181.318359375,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,APR,Ingresos,INGDEU,300000.0,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,APR,Ingresos,INGPRP,130775.5673828125,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,APR,Ingresos,TRFREC,744354.375,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,MOD,Egresos,AMTDEU,94716.32067871094,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,MOD,Egresos,GASTOS,960368.9513800144,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,MOD,Egresos,INVERS,366841.607421875,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,MOD,Ingresos,INGDEU,300000.0,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,MOD,Ingresos,INGPRP,369125.5673828125,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2017,9003,MOD,Ingresos,TRFREC,752801.3251953125,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,ACR,Egresos,AMTDEU,103918.34912109376,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,ACR,Egresos,GASTOS,653163.7286732197,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,ACR,Egresos,INVERS,92595.99993896484,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,ACR,Ingresos,INGPRP,53350.60975217819,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,ACR,Ingresos,TRFREC,755021.087890625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,APR,Egresos,AMTDEU,157049.0390625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,APR,Egresos,GASTOS,639951.9435062408,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,APR,Egresos,INVERS,140393.49926757812,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,APR,Ingresos,INGPRP,176734.11460494995,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,APR,Ingresos,TRFREC,760660.3834228516,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,MOD,Egresos,AMTDEU,103918.34912109376,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,MOD,Egresos,GASTOS,718936.0981879383,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,MOD,Egresos,INVERS,119010.05015563963,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,MOD,Ingresos,INGPRP,181204.13022994995,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2018,9003,MOD,Ingresos,TRFREC,760660.3834228516,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2019,9003,ACR,Ingresos,INGPRP,1396220.717956543,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2019,9003,ACR,Ingresos,TRFREC,328660.0708208084,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2019,9003,APR,Ingresos,INGPRP,1742907.867263794,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2019,9003,APR,Ingresos,TRFREC,131440.00390625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2019,9003,MOD,Ingresos,INGPRP,1762139.2523903847,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2019,9003,MOD,Ingresos,TRFREC,119472.54054260254,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,ACR,Egresos,AMTDEU,54652.17077636719,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,ACR,Egresos,GASTOS,382767.2912635803,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,ACR,Egresos,INVERS,206772.05102539065,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,ACR,Ingresos,INGDEU,87361.0400390625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,ACR,Ingresos,INGPRP,28396.780467629433,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,ACR,Ingresos,TRFREC,707971.3707275391,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,APR,Egresos,AMTDEU,166822.65625,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,APR,Egresos,GASTOS,780652.2784729004,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,APR,Egresos,INVERS,551844.3173599243,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,APR,Ingresos,INGDEU,259070.8828125,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,APR,Ingresos,INGPRP,156772.14777338505,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,APR,Ingresos,TRFREC,1083476.2454833984,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,MOD,Egresos,AMTDEU,955961.028076172,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,MOD,Egresos,GASTOS,1027026.0074691772,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,MOD,Egresos,INVERS,807345.3556938171,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,MOD,Ingresos,INGDEU,1243276.330078125,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,MOD,Ingresos,INGPRP,190749.66803705692,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2020,9003,MOD,Ingresos,TRFREC,1356306.3984375,1312,201,San Vicente,San Cayetano Istepeque,5103.0
2010,9004,ACR,Egresos,AMTDEU,68633.12915039062,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,ACR,Egresos,GASTOS,316439.08106160164,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,ACR,Egresos,INVERS,200761.23825740814,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,ACR,Ingresos,INGPRP,46104.28011190891,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,ACR,Ingresos,TRFREC,727101.1342773438,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,APR,Egresos,AMTDEU,49190.83984375,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,APR,Egresos,GASTOS,329919.2570800781,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,APR,Egresos,INVERS,1099825.803955078,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,APR,Ingresos,INGPRP,133416.3681640625,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,APR,Ingresos,TRFREC,1345519.5,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,MOD,Egresos,AMTDEU,71540.83984375,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,MOD,Egresos,GASTOS,376191.51708984375,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,MOD,Egresos,INVERS,1033203.5441894532,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,MOD,Ingresos,INGPRP,135416.3681640625,1307,207,San Vicente,Santa Clara,5349.0
2010,9004,MOD,Ingresos,TRFREC,1345519.5,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,ACR,Egresos,AMTDEU,551747.1516113281,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,ACR,Egresos,GASTOS,377463.95589637756,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,ACR,Egresos,INVERS,637753.2891616821,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,ACR,Ingresos,INGDEU,680173.53125,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,ACR,Ingresos,INGPRP,68031.5587272644,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,ACR,Ingresos,TRFREC,912286.8597412109,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,APR,Egresos,AMTDEU,31449.48046875,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,APR,Egresos,GASTOS,338644.4210205078,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,APR,Egresos,INVERS,1043082.056640625,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,APR,Ingresos,INGDEU,0.0,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,APR,Ingresos,INGPRP,328830.1796875,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,APR,Ingresos,TRFREC,1084345.765625,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,MOD,Egresos,AMTDEU,709431.26171875,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,MOD,Egresos,GASTOS,459977.2609863281,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,MOD,Egresos,INVERS,923940.9423828124,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,MOD,Ingresos,INGDEU,680173.53125,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,MOD,Ingresos,INGPRP,328830.1796875,1307,207,San Vicente,Santa Clara,5349.0
2011,9004,MOD,Ingresos,TRFREC,1084345.765625,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,ACR,Egresos,AMTDEU,67663.0,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,ACR,Egresos,GASTOS,388655.10109472275,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,ACR,Egresos,INVERS,486127.7887328863,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,ACR,Ingresos,INGPRP,51462.6297121048,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,ACR,Ingresos,TRFREC,769066.6409318447,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,APR,Egresos,AMTDEU,114453.859375,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,APR,Egresos,GASTOS,324936.8454589844,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,APR,Egresos,INVERS,1343996.0390625,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,APR,Ingresos,INGPRP,459086.23046875,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,APR,Ingresos,TRFREC,1324300.484375,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,MOD,Egresos,AMTDEU,68753.859375,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,MOD,Egresos,GASTOS,402891.7048339844,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,MOD,Egresos,INVERS,1311741.1796875,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,MOD,Ingresos,INGPRP,459086.23046875,1307,207,San Vicente,Santa Clara,5349.0
2012,9004,MOD,Ingresos,TRFREC,1324300.484375,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,ACR,Egresos,AMTDEU,73271.580078125,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,ACR,Egresos,GASTOS,434377.10055303574,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,ACR,Egresos,INVERS,604388.3507440183,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,ACR,Ingresos,INGPRP,58505.381149292,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,ACR,Ingresos,TRFREC,1052319.7037394196,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,APR,Egresos,AMTDEU,109234.078125,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,APR,Egresos,GASTOS,484940.818359375,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,APR,Egresos,INVERS,1942898.9604492188,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,APR,Ingresos,INGPRP,478775.484375,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,APR,Ingresos,TRFREC,2058298.375,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,MOD,Egresos,AMTDEU,214832.5625,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,MOD,Egresos,GASTOS,695404.1083984375,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,MOD,Egresos,INVERS,1626837.1948242188,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,MOD,Ingresos,INGPRP,478775.484375,1307,207,San Vicente,Santa Clara,5349.0
2013,9004,MOD,Ingresos,TRFREC,2058298.375,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,ACR,Egresos,AMTDEU,589122.0258789062,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,ACR,Egresos,GASTOS,440384.4913883209,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,ACR,Egresos,INVERS,420908.71199035645,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,ACR,Ingresos,INGDEU,950000.0,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,ACR,Ingresos,INGPRP,55076.51001167297,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,ACR,Ingresos,TRFREC,904543.0824830532,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,APR,Egresos,AMTDEU,120000.0,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,APR,Egresos,GASTOS,559980.0790100098,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,APR,Egresos,INVERS,1768548.978515625,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,APR,Ingresos,INGDEU,634453.5625,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,APR,Ingresos,INGPRP,377909.544921875,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,APR,Ingresos,TRFREC,1436165.921875,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,MOD,Egresos,AMTDEU,589122.02734375,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,MOD,Egresos,GASTOS,634454.1519079208,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,MOD,Egresos,INVERS,1540499.3427734375,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,MOD,Ingresos,INGDEU,950000.03125,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,MOD,Ingresos,INGPRP,377909.544921875,1307,207,San Vicente,Santa Clara,5349.0
2014,9004,MOD,Ingresos,TRFREC,1436165.921875,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,ACR,Egresos,AMTDEU,171144.0693359375,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,ACR,Egresos,GASTOS,483025.5193262194,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,ACR,Egresos,INVERS,328908.8180847168,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,ACR,Ingresos,INGPRP,75424.41988945007,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,ACR,Ingresos,TRFREC,830341.3338043597,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,APR,Egresos,AMTDEU,158984.875,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,APR,Egresos,GASTOS,506356.3330078125,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,APR,Egresos,INVERS,1435999.4107666016,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,APR,Ingresos,INGPRP,847417.6328125,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,APR,Ingresos,TRFREC,1253923.0,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,MOD,Egresos,AMTDEU,171144.0654296875,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,MOD,Egresos,GASTOS,569142.1436157227,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,MOD,Egresos,INVERS,1361054.4107666016,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,MOD,Ingresos,INGPRP,847417.6328125,1307,207,San Vicente,Santa Clara,5349.0
2015,9004,MOD,Ingresos,TRFREC,1253923.0,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,ACR,Egresos,AMTDEU,759434.17578125,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,ACR,Egresos,GASTOS,504159.43873643875,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,ACR,Egresos,INVERS,766846.6240005493,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,ACR,Ingresos,INGDEU,778790.19921875,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,ACR,Ingresos,INGPRP,109960.05904734135,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,ACR,Ingresos,TRFREC,1053842.5822484493,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,APR,Egresos,AMTDEU,170772.578125,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,APR,Egresos,GASTOS,489873.3896484375,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,APR,Egresos,INVERS,1698044.09765625,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,APR,Ingresos,INGDEU,0.0,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,APR,Ingresos,INGPRP,734156.7119140625,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,APR,Ingresos,TRFREC,1624533.390625,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,MOD,Egresos,AMTDEU,795165.58203125,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,MOD,Egresos,GASTOS,649211.0104980469,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,MOD,Egresos,INVERS,1498496.7282714844,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,MOD,Ingresos,INGDEU,580311.6875,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,MOD,Ingresos,INGPRP,738028.3118896484,1307,207,San Vicente,Santa Clara,5349.0
2016,9004,MOD,Ingresos,TRFREC,1624533.390625,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,ACR,Egresos,AMTDEU,127492.609375,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,ACR,Egresos,GASTOS,649215.5404310226,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,ACR,Egresos,INVERS,490845.00648498535,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,ACR,Ingresos,INGPRP,128814.81276240388,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,ACR,Ingresos,TRFREC,811048.263671875,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,APR,Egresos,AMTDEU,178692.2099456787,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,APR,Egresos,GASTOS,761436.0290994644,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,APR,Egresos,INVERS,969475.3479919434,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,APR,Ingresos,INGPRP,786055.350402832,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,APR,Ingresos,TRFREC,1123548.275390625,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,MOD,Egresos,AMTDEU,133834.8193206787,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,MOD,Egresos,GASTOS,906845.5186286365,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,MOD,Egresos,INVERS,906423.2718048096,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,MOD,Ingresos,INGPRP,786055.350402832,1307,207,San Vicente,Santa Clara,5349.0
2017,9004,MOD,Ingresos,TRFREC,1161048.275390625,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,ACR,Egresos,AMTDEU,550912.1845703125,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,ACR,Egresos,GASTOS,734117.4082436562,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,ACR,Egresos,INVERS,188761.38888549805,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,ACR,Ingresos,INGDEU,1521273.625,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,ACR,Ingresos,INGPRP,160674.1925609447,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,ACR,Ingresos,TRFREC,873156.29296875,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,APR,Egresos,AMTDEU,170959.01908874512,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,APR,Egresos,GASTOS,777950.4460229874,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,APR,Egresos,INVERS,314590.0466299057,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,APR,Ingresos,INGDEU,0.0,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,APR,Ingresos,INGPRP,434306.2376098633,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,APR,Ingresos,TRFREC,829193.271484375,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,MOD,Egresos,AMTDEU,591318.5247650146,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,MOD,Egresos,GASTOS,1201367.8976095282,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,MOD,Egresos,INVERS,1036049.7322912216,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,MOD,Ingresos,INGDEU,1521273.625,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,MOD,Ingresos,INGPRP,434306.2376098633,1307,207,San Vicente,Santa Clara,5349.0
2018,9004,MOD,Ingresos,TRFREC,873156.271484375,1307,207,San Vicente,Santa Clara,5349.0
2019,9004,ACR,Ingresos,INGPRP,1656057.4098469187,1307,207,San Vicente,Santa Clara,5349.0
2019,9004,ACR,Ingresos,TRFREC,1010070.3661707492,1307,207,San Vicente,Santa Clara,5349.0
2019,9004,APR,Ingresos,INGPRP,1937088.3568115234,1307,207,San Vicente,Santa Clara,5349.0
2019,9004,APR,Ingresos,TRFREC,1310158.0408935547,1307,207,San Vicente,Santa Clara,5349.0
2019,9004,MOD,Ingresos,INGPRP,2173755.3631623834,1307,207,San Vicente,Santa Clara,5349.0
2019,9004,MOD,Ingresos,TRFREC,1105491.0724710077,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,ACR,Egresos,AMTDEU,74811.59912109375,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,ACR,Egresos,GASTOS,809805.9151337147,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,ACR,Egresos,INVERS,988569.6256265641,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,ACR,Ingresos,INGDEU,136000.0,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,ACR,Ingresos,INGPRP,116001.82006573677,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,ACR,Ingresos,TRFREC,1554449.919921875,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,APR,Egresos,AMTDEU,45786.720703125,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,APR,Egresos,GASTOS,743917.2750701904,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,APR,Egresos,INVERS,1238905.8767700195,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,APR,Ingresos,INGDEU,0.0,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,APR,Ingresos,INGPRP,913563.2496948242,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,APR,Ingresos,TRFREC,1115046.6796875,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,MOD,Egresos,AMTDEU,74811.59912109375,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,MOD,Egresos,GASTOS,1123122.032444954,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,MOD,Egresos,INVERS,1406079.5011425018,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,MOD,Ingresos,INGDEU,136000.0,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,MOD,Ingresos,INGPRP,913563.2496948242,1307,207,San Vicente,Santa Clara,5349.0
2020,9004,MOD,Ingresos,TRFREC,1554449.9140625,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,ACR,Egresos,AMTDEU,58287.611328125,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,ACR,Egresos,GASTOS,120514.92911458947,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,ACR,Egresos,INVERS,66767.01953125,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,ACR,Ingresos,INGPRP,45538.21983528137,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,ACR,Ingresos,TRFREC,414764.3125,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,APR,Egresos,AMTDEU,156514.94140625,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,APR,Egresos,GASTOS,988912.8341369629,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,APR,Egresos,INVERS,1246013.9938354492,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,APR,Ingresos,INGPRP,1147148.7545175552,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,APR,Ingresos,TRFREC,1244292.984375,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,MOD,Egresos,AMTDEU,198049.44140625,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,MOD,Egresos,GASTOS,1104569.9971850011,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,MOD,Egresos,INVERS,1088822.304383278,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,MOD,Ingresos,INGPRP,1147148.7545175552,1307,207,San Vicente,Santa Clara,5349.0
2021,9004,MOD,Ingresos,TRFREC,1244293.0,1307,207,San Vicente,Santa Clara,5349.0
2010,9005,ACR,Egresos,AMTDEU,0.0,1311,208,San Vicente,Santo Domingo,6445.0
2010,9005,ACR,Egresos,GASTOS,223152.14889335632,1311,208,San Vicente,Santo Domingo,6445.0
2010,9005,ACR,Egresos,INVERS,452731.44044208527,1311,208,San Vicente,Santo Domingo,6445.0
